00_53_d_07_01_2024,3.33,8.00,0.1253,89.05,93.87,95.95,15,0.0001,0.9,1,L1+TV+DP,416,960,0.0001
00_53_d_07_01_2024,3.36,8.10,0.1217,89.07,93.92,95.96,16,0.0001,0.9,1,L1+TV+DP,416,960,0.0001
00_53_d_07_01_2024,3.33,8.06,0.1217,89.13,93.93,95.98,17,0.0001,0.9,1,L1+TV+DP,416,960,0.0001
00_53_d_07_01_2024,3.31,8.02,0.1241,88.82,93.74,95.93,18,0.0001,0.9,1,L1+TV+DP,416,960,0.0001
00_53_d_07_01_2024,3.33,8.01,0.1246,89.19,93.92,96.00,19,0.0001,0.9,1,L1+TV+DP,416,960,0.0001
00_53_d_07_01_2024,3.30,8.01,0.1224,89.30,93.96,95.97,20,0.0001,0.9,1,L1+TV+DP,416,960,0.0001
00_53_d_07_01_2024,3.24,7.94,0.1228,89.29,94.05,96.09,21,0.0001,0.9,1,L1+TV+DP,416,960,0.0001
00_53_d_07_01_2024,3.33,8.06,0.1247,89.22,93.95,96.01,22,0.0001,0.9,1,L1+TV+DP,416,960,0.0001
00_53_d_07_01_2024,3.34,8.13,0.1201,89.07,93.85,95.94,23,0.0001,0.9,1,L1+TV+DP,416,960,0.0001
00_53_d_07_01_2024,3.32,8.07,0.1197,89.21,93.92,95.99,24,0.0001,0.9,1,L1+TV+DP,416,960,0.0001
